id,left_title,right_title,label
180,"nikon coolpix l30 price in india with offers, reviews & full specifications | pricedekho.com",fujifilm finepix s series sl300 14 0 mp digital camera black fpsl300 074101014495 | ebay,0
181,nikon d90 12 3 mp digital slr camera black body only 9700 018208254460 | ebay,canon eos rebel t5 1200d slr camera 3 lens 18 55 is 24gb kit more brand new | ebay,0
182,nikon d80 digital slr camera black w 18 55mm lens 55 200mm lens 254129425 | ebay,nikon d800 36 3 mp cmos fx format digital slr camera great camera 22939 018208254804 | ebay,0
183,nikon coolpix l30 digital camera 20 1mp 5x optical zoom red 26438 | ebay,"canon eos 1200d body digital camera prices, shopping comparison for canon eos 1200 d body, buy online in india - shopmania",0
184,"sony alpha dslr-a3000 kit 18-55mm digital camera prices, shopping comparison for sony alpha dslr a 3000 kit 18 55mm, buy online in india - shopmania",sony alpha a5000 with 16-50mm lens digital mirrorless camera - black,0
185,nikon d7000 16 2 mp digital slr camera black kit w af s dx 18 105mm ed vr | ebay,"sony cyber-shot dsc-wx300 digital camera prices, shopping comparison for sony cybershot dsc wx 300, buy online in india - shopmania",0
186,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens | ebay,canon powershot sx600 hs - digital cameras - photo - visual | ilgs.net,0
187,sony alpha a5000 20.1mp camera on sale for $398.00,canon eos 1200d / 18-55mm & 75-300mm kit - price comparison & reviews - digital cameras - australia,0
188,nikon d3200 digital slr camera with 18 55mm vr lens red new | ebay,canon 5d body complete set with extra batteries flash cards 013803056853 | ebay,0
189,sony a5000 digital camera sel 1650 sel 55210 lens black 20 1mp uk | ebay,canon eos 1200d dslr kit ef-s18-55mm is ii black price in india with offers & full specifications | pricedekho.com,0
190,"sony alpha a3000 (18-55 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",nikon d800 + 24-70/2.8 g  new zealand prices - priceme,0
191,sony cyber-shot h400 digital camera (dsch400b.ceh) - wex photographic,sony a5000 20 1 mp wi fi digital camera silver w 16 50mm lens excellent cond | ebay,0
192,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,nikon d800 with squaretrade transferable warranty and extras 018208254804 | ebay,0
193,nikon d3200 digital slr camera w 18 55mm lens 24gb full kit | ebay,"nikon d90 (18-105 mm vr) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",0
194,nikon d3200 24 2 mp digital slr camera black kit w af s vr dx 18 55mm | ebay,canon eos 1200d / 18-55mm kit - price comparison & reviews - digital cameras - australia,0
195,"fujifilm x10 best price in india 2014, specs and review | valid in delhi, mumbai, bangalore, hyderabad, chennai, kolkata, ahmedabad, surat | price-hunt",nikon coolpix s01 pink digital camera  (vna214e1) - wex photographic,0
196,nikon d90 digital slr camera bundle with 18 108 mm lens charger and bag 018208254460 | ebay,brand new canon powershot sx600 hs digital camera red | ebay,0
197,nikon d800 digital slr camera - 36.3mp - black (vba300ah) | camerafarm australia,nikon d90 12 3 mp digital slr camera usa black with 18 70 dx lens 25446 018208254460 | ebay,0
198,nikon black d3200 digital slr camera - walmart.com,infrared converted canon eos 5d 12 8 mp digital slr camera body only 013803056853 | ebay,0
199,nikon d80 10 2 mp digital slr camera w af nikkor 35 70mm lens 18208094837 | ebay,nikon d90 camera body with everything shown in gallery pictures 018208254460 | ebay,0
200,nikon d90 - price comparison & reviews - digital cameras - australia,nikon coolpix s01 10 1 mp digital camera pink 0018208131808 | ebay,0
201,nikon d3200 24.2 mp cmos digital slr on sale for $517.95,nikon d7000 digital slr camera - 16.2mp black (850103) | camerafarm australia,0
202,nikon d3200 24 2 mp digital slr camera black kit w af s vr dx 18 55mm | ebay,nikon d3200 / 18-105mm kit - price comparison & reviews - digital cameras - australia,1
203,nikon d4 16 2 mp digital slr camera black body only us warranty | ebay,nikon d7000 16 2 mp digital slr camera black body only 25468 018208254682 | ebay,0
204,nikon d80 d slr camera body only low actuation 10650 mint clean condition 018208254125 | ebay,nikon d800 36 3 mp digital slr camera bonus batteries 018208254804 | ebay,0
205,"get the nikon d3200 digital slr camera, 24.2 megapixels for less at walmart.com. save money. live better.",nikon d90 kit w speedlight and lenses and more 018208254460 | ebay,0
206,nikon d90 12 3 mp digital slr camera usa black with 18 70 dx lens 25446 018208254460 | ebay,canon eos 1200d / 18-55mm & 75-300mm kit - price comparison & reviews - digital cameras - australia,0
207,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,nikon d90 + 18-105/3.5-5.6 vr  new zealand prices - priceme,0
208,"nikon d4 black slr digital camera - body only (16.2 mp, compactflash card slot) price comparison at buy.net","nikon d800 slr body price in india with offers, reviews & full specifications | pricedekho.com",0
209,"nikon d800 slr body price in india with offers, reviews & full specifications | pricedekho.com",canon eos 5d 12 8 mp dslr full frame camera w extras great camera 013803056853 | ebay,0
210,nikon d3200 24.2 mp cmos digital slr on sale for $517.95,panasonic lumix dmc-g10 with 14-42mm & 45-200mm - price comparison & reviews - digital cameras - australia,0
211,nikon d4 16 2 mp digital slr camera black body only us warranty | ebay,nikon d series d3200 24 2 mp digital slr camera black kit w 18 55mm and | ebay,0
212,nikon d80 dslr camera body acessories 2 battery packs 018208254125 | ebay,nikon d80 10 2 mp digital slr camera w af nikkor 35 70mm lens 18208094837 | ebay,1
213,nikon d90 infrared conversion with 18 105mm lens excellent condition | ebay,canon powershot sx600 hs - price comparison & reviews - digital cameras - australia,0
214,nikon d3200 twin kit with nikon 18-55mm vr ii and 55-300mm vr lenses digital slr camera - black,nikon d7000 16.2 mp digital slr camera - black (body only) (25468),0
215,"sony ilce 3000k (18-55 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",canon eos rebel t5 1200d dslr camera with ef s 18 55 is ii new full warranty 013803237160 | ebay,0
216,canon eos 20d 8 2 mp digital slr camera black complete w 3 lenses and extras | ebay,nikon d80 10 2 mp digital slr camera with mb d80 21k shot good cond 018208254125 | ebay,0
217,nikon d3200 24 2mp digital slr camera body black 301 | ebay,nikon coolpix s01 10 1 mp digital camera pink 0018208131808 | ebay,0
218,canon eos 20d 8 2 mp digital slr camera black body only | ebay,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,0
219,nikon d7000 w/ 18-105mm vr ed lens,"canon eos 1200d dslr camera macro for best price in india 2014, specs and review | valid in delhi, mumbai, bangalore, hyderabad, chennai, kolkata, ahmedabad, surat | price-hunt",0
220,canon powershot digital elph sd30 digital ixus i zoom 5 0 mp digital camera 750845826265 | ebay,"nikon d800 (body only) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",0
221,new infrared full spectrum ir sony î_ a3000 20 1 mp camera infra red uv astronomy 027242870789 | ebay,canon eos 1200d kit (ef s18-55 is ii + 55-250 mm is ii) dslr camera rs.26500 price in india - buy canon eos 1200d kit (ef s18-55 is ii + 55-250 mm is ii) dslr camera black online - canon : flipkart.com,0
222,canon eos 20d 8 2 mp digital slr camera black complete w 3 lenses and extras | ebay,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens | ebay,0
223,nikon coolpix l30 point & shoot camera rs.4695 price in india - buy nikon coolpix l30 point & shoot camera black online - nikon : flipkart.com,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,0
224,nikon coolpix l30 20.1mp digital camera on sale for $86.95,"nikon coolpix l30 price in india with offers, reviews & full specifications | pricedekho.com",1
225,sony a3000 digital 20 1mp camera black ilce3000 b body only | ebay,sony a5000 20 1 mp wi fi digital camera silver w 16 50mm lens excellent cond | ebay,0
226,nikon d3200 24 2 mp digital slr camera kit w 18 55mm lens | ebay,nikon d7000 with mb d11 battery grip16 2 mp digital slr camera 018208254682 | ebay,0
227,canon eos 5d 12 8mp digital slr with battery grip bg e4 from japan 12011 013803056853 | ebay,nikon 1 j3 + 10-30/3.5-5.6 vr + 30-110/3.8-5.6 vr  new zealand prices - priceme,0
228,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens | ebay,nikon d3200 24 2 mp digital slr camera black kit w af s vr dx 18 55mm | ebay,1
229,new nikon d7000 digital slr body 4 lens kit 8gb more 018208254682 | ebay,canon eos 1200d kit (ef s18-55 is ii + 55-250 mm is ii) dslr camera rs.26500 price in india - buy canon eos 1200d kit (ef s18-55 is ii + 55-250 mm is ii) dslr camera black online - canon : flipkart.com,0
230,nikon d4 16.2mp cmos fx digital slr on sale for $4495.00,cammarkt | nikon d3200 24.2 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,0
231,canon eos 20d 8 2 mp digital slr camera black body only | ebay,nikon d7000 16 2 mp digital slr camera black body only 25468 018208254682 | ebay,0
232,nikon d80 10 2 mp digital slr camera w af nikkor 35 70mm lens 18208094837 | ebay,cammarkt | nikon d3200 24.2 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,0
233,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens refurbished | ebay,nikon d90 + 18-200/3.5-5.6 vr ii  new zealand prices - priceme,0
234,"fujifilm x10 best price in india 2014, specs and review | valid in delhi, mumbai, bangalore, hyderabad, chennai, kolkata, ahmedabad, surat | price-hunt",nikon 1 j3 14 2 mp digital camera black kit w vr 10 30mm lens 018208276370 | ebay,0
235,canon eos 20d 8 2 mp digital slr camera black body only | ebay,nikon d90 camera body with everything shown in pictures 018208254460 | ebay,0
236,nikon d80 10 2 mp digital slr camera body only faulty damaged parts or repair 018208254125 | ebay,brand new canon powershot sx600 hs digital camera red | ebay,0
237,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,nikon d7000 16 2 mp digital slr camera kit w af s dx18 200mm ed vr ii lens | ebay,0
238,nikon d7000 16 2 mp digital slr kit w af s dx35mm dx55 200 and tamron macro | ebay,nikon d90 12 3 mp dslr camera body execllent w accesories 21k actuations 018208254460 | ebay,0
239,nikon d7000 digital slr camera - 16.2mp black (791123) | camerafarm australia,nikon d7000 slr kit af-s 18-105mm vr price in india with offers & full specifications | pricedekho.com,1
240,nikon d3200 24 2 mp digital slr camera black kit w af s dx 18 55mm lens | ebay,nikon d90 12 3 mp digital slr camera black kit w 18 55mm and 70 300mm | ebay,0
241,canon powershot sx600 hs digital camera - red (9342b012aa) - wex photographic,nikon 1 j3 digital camera - beige (vvk185xh) | camerafarm australia,0
242,nikon d3200 w/ 18-105mm vr ed lens,nikon d800 36 3 mp digital slr camera bonus batteries 018208254804 | ebay,0
243,nikon d3200 red digital slr camera 18 55mm vr 3 lens kit 8gb case tripod | ebay,nikon d3200 / 18-105mm kit - price comparison & reviews - digital cameras - australia,1
244,nikon d3200 24 2 mp digital slr camera black body only | ebay,fujifilm x series x10 12 0 mp digital camera black | ebay,0
245,nikon coolpix l30 red camera | ebay,sony alpha a3000 digital camera with 18 55mm lens 20 1mp black usa model 027242870789 | ebay,0
246,nikon d4 16.2mp cmos fx digital slr on sale for $4495.00,nikon d3200 24 2 mp digital slr camera black kit w af s vr dx 18 55mm lens | ebay,0
247,canon eos 20d 8 2 mp digital slr camera black w image stabilzer 28 135mm lens | ebay,nikon d3200 digital slr camera w 18 55mm lens 24gb full kit | ebay,0
248,near mint nikon camera d4 body 16 2 mp fx free shipping from japan | ebay,nikon d7000 digital slr camera - 16.2mp black (850103) | camerafarm australia,0
249,"nikon d4 dslr camera best price in india 2014, specs and review | valid in delhi, mumbai, bangalore, hyderabad, chennai, kolkata, ahmedabad, surat | price-hunt",nikon d800 36 3 mp digital slr camera black body only 018208922055 | ebay,0
250,sony î_ alpha a3000 20 1 mp digital camera black body only | ebay,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,0
251,nikon d7000 digital slr camera - 16.2mp black (850103) | camerafarm australia,canon eos 1200d + 18-55/3.5-5.6  new zealand prices - priceme,0
252,canon eos 5d 12.8 mp digital slr camera on sale for $2899.00,canon powershot sx600 hs - digital cameras - photo - visual | ilgs.net,0
253,"nikon d4 black slr digital camera - body only (16.2 mp, compactflash card slot) price comparison at buy.net",canon eos 1200d / 18-55mm & 75-300mm kit - price comparison & reviews - digital cameras - australia,0
254,nikon d3200 kit with 18-55mm vr ii lens digital slr camera - red,nikon 1 j3 digital camera - black (vvk181xh) | camerafarm australia,0
255,nikon d7000 dslr body with nikkor 35mm 1 8g lens _ great condition 018208254682 | ebay,nikon 1 j3 14 2 mp digital camera white kit w vr 10 30mm lens 018208276387 | ebay,0
256,canon powershot sx120 is 10 0 mp digital camera black | ebay,canon eos 5d 12 8 mp dslr full frame camera w extras great camera 013803056853 | ebay,0
257,nikon coolpix l30 digital camera 20 1mp 5x optical zoom red 26438 | ebay,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens refurbished | ebay,0
258,nikon d7000 + tamron 18-270/3.5-6.3 di ii vc pzd  new zealand prices - priceme,nikon d90 - price comparison & reviews - digital cameras - australia,0
259,canon eos 20d 8 2mp digital slr camera body 486 | ebay,nikon d3200 / 18-105mm kit - price comparison & reviews - digital cameras - australia,0
260,canon eos 20d 8 2mp digital slr camera body 486 | ebay,nikon d7000 16 2 mp digital slr kit w af s dx35mm dx55 200 and tamron macro | ebay,0
261,nikon d3200 digital slr camera 18 55mm lens 70 300mm lens | ebay,nikon d3200 black w/ 18-55mm vr lens,1
262,"nikon d800 slr body price in india with offers, reviews & full specifications | pricedekho.com",nikon 1 j3 14 2 mp digital camera white kit w vr 10 30mm lens w 4gb mc 018208276387 | ebay,0
263,nikon d3200 black w/ 18-55mm vr lens,nikon d800 36 3 mp mb d12 multi power battery pack 018208254804 | ebay,0
264,nikon d7000  new zealand prices - priceme,cammarkt | sony a55 dslr camera with 18-55mm zoom lens,0
265,canon eos 20d 8 2 mp digital slr camera black body only | ebay,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,0
266,fujifilm x series x10 12 0 mp digital camera black | ebay,fujifilm finepix s1 weather resistant 16 mp digital camera black 16408967 | ebay,0
267,nikon d90 camera body with everything shown in pictures 018208254460 | ebay,nikon d90 12 3 mp digital slr camera black kit w 18 70mm lens | ebay,1
268,nikon d3200 dslr camera import 18 55 vr w a and tele 7 lens 24gb bundle | ebay,nikon d3200 24 2 mp digital slr camera black kit w af s dx 18 55mm lens | ebay,1
269,canon eos 60da - price comparison & reviews - digital cameras - australia,nikon d90 12 3 mp digital slr camera black body only 9700 018208254460 | ebay,0
270,nikon coolpix l30 point & shoot camera rs.4695 price in india - buy nikon coolpix l30 point & shoot camera black online - nikon : flipkart.com,canon eos 20d 8 2mp digital slr camera body used | ebay,0
271,sony î_ alpha a3000 20 1 mp digital slr camera body only low shutter | ebay,"canon eos 1200d body digital camera prices, shopping comparison for canon eos 1200 d body, buy online in india - shopmania",0
272,nikon d3200 dslr camera body w battery pack and charger | ebay,new nikon d7000 digital slr body 4 lens kit 8gb more 018208254682 | ebay,0
273,canon powershot sd30 5mp digital elph on sale for $358.99,nikon d90 12 3 mp digital slr camera black kit w 18 55mm and 70 300mm | ebay,0
274,nikon d90 12 3 mp digital slr camera black kit w 18 55mm and 70 300mm | ebay,"nikon coolpix s01 red digital camera (10.1 mp, 3x opt) price comparison at buy.net",0
275,nikon d3200 24 2 mp digital slr camera body only | ebay,nikon d90 12 3 mp digital slr camera black body only 10k on shutter 018208254460 | ebay,0
276,canon eos 1200d / 18-55mm kit - price comparison & reviews - digital cameras - australia,new fujifilm s1 digital camera 50x zoom weather resistant fuji s1 | ebay,0
277,canon eos 60da - price comparison & reviews - digital cameras - australia,nikon d7000 digital slr camera - 16.2mp black (791123) | camerafarm australia,0
278,nikon d80 10 2 mp digital slr camera w af nikkor 35 70mm lens 18208094837 | ebay,nikon d3200 24 2 mp cmos digital slr camera with 18 55mm vr lens | ebay,0
279,nikon d80 10 2 mp digital slr camera black kit w af s dx ed g 18 55mm lens | ebay,new nikon d7000 digital slr camera w 4 lens complete dslr kit 24gb top value 018208254682 | ebay,0
